id,name,added_at,duration_sec,popularity,artists,genres
09lHMI8JCO8EbGBR9yDvMp,Cutie,2023-02-08T18:11:31Z,184.315,54,"[{'artist': 'COIN', 'artist_id': '0ZxZlO7oWCSYMXhehpyMvE'}]","['indie pop', 'modern rock', 'pop']"
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,2023-02-08T18:09:57Z,354.32,78,"[{'artist': 'Queen', 'artist_id': '1dfeR4HaWDbWqFHLkxsg1d'}]","['classic rock', 'glam rock', 'rock']"
0GO8y8jQk1PkHzS31d699N,Tongue Tied,2023-02-08T18:08:36Z,218.013,75,"[{'artist': 'Grouplove', 'artist_id': '3kVUvbeRdcrqQ3oHk5hPdx'}]","['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
4cZ3UsiKd1kUQIaq4BFIj2,No One Compares To You,2023-02-08T18:06:55Z,182.92000000000002,63,"[{'artist': 'Jack & Jack', 'artist_id': '1INuLZXjjVbcJRyWvD1iSq'}]","['dance pop', 'pop', 'post-teen pop', 'social media pop', 'teen pop']"
3aVyHFxRkf8lSjhWdJ68AW,Just Another Girl,2023-02-08T18:05:35Z,262.0,59,"[{'artist': 'The Killers', 'artist_id': '0C0XlULifJtAgn6ZNCW2eu'}]","['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']"
2IWWOWS7n00wpz1ewqEC8w,Infinitely Ordinary,2023-02-08T18:04:28Z,172.986,50,"[{'artist': 'The Wrecks', 'artist_id': '458aS6ALc3QkzwfR5USt34'}]","['la indie', 'modern alternative rock', 'modern rock', 'rock']"
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony,2023-02-08T18:03:24Z,357.266,76,"[{'artist': 'The Verve', 'artist_id': '2cGwlqi3k18jFpUyTrsR84'}]","['alternative rock', 'britpop', 'permanent wave', 'pop rock', 'rock', 'shoegaze']"
2cGxRwrMyEAp8dEbuZaVv6,Instant Crush (feat. Julian Casablancas),2023-02-08T17:52:08Z,337.56,73,"[{'artist': 'Daft Punk', 'artist_id': '4tZwfgrHOc3mvqYlEYSvVi'}, {'artist': 'Julian Casablancas', 'artist_id': '1rAv1GhTQ2rmG94p9lU3rB'}]","['electro', 'filter house', 'indie rock']"
3H43T5swYywvcdCBFiDgW6,Manwa Laage,2023-02-08T06:41:23Z,272.082,58,"[{'artist': 'Shreya Ghoshal', 'artist_id': '0oOet2f43PA68X5RxKobEy'}, {'artist': 'Arijit Singh', 'artist_id': '4YRxDV8wJFPHPTeXepOstw'}]","['desi pop', 'filmi', 'modern bollywood']"
0sT56zcByY6pW1EQcNDCla,Ravi,2023-02-06T15:19:12Z,229.46200000000002,36,"[{'artist': 'Sajjad Ali', 'artist_id': '5THsb9SGB89ZN6mj7ZYVSD'}]","['classic pakistani pop', 'ghazal', 'pakistani pop', 'sufi']"
1rDjwexewf4hrdZT7SRNsH,Nasha (Equals Sessions),2023-02-06T08:59:58Z,287.573,64,"[{'artist': 'Faridkot', 'artist_id': '6JUEjbhKiAZFmMRrudNHgL'}, {'artist': 'Amar Jalal', 'artist_id': '2zZ39d8KJqwu7TkF4dEh03'}]","['hindi indie', 'indian folk', 'indian indie', 'indian rock', 'new delhi indie']"
4upxQAhc1XWpCi0nDqRc5x,"Pyaar Mein Tere (From ""Date with College Senior"")",2023-02-05T09:13:25Z,148.085,45,"[{'artist': 'Ashish Singh Rawat', 'artist_id': '39KTQMemyrJIX024TmAkY2'}]",['new delhi indie']
0fIbPMXnTdyuW2UirA9mWQ,Pal Behta Jaaye,2023-02-05T08:57:40Z,174.54500000000002,64,"[{'artist': 'Vismay Patel', 'artist_id': '43jHbOAD9UtOEO1la8CVHs'}]","['assamese pop', 'desi pop', 'indian indie', 'indian singer-songwriter', 'modern bollywood']"
2KsW8e8doaI24GfFo08hnx,"Main Chala - From ""Song of the Rive Ganga""",2023-02-05T08:46:11Z,258.23900000000003,37,"[{'artist': 'Shantanu Moitra', 'artist_id': '6hpDlOvqsnIxrPegGTWVY1'}, {'artist': 'Mohit Chauhan', 'artist_id': '5GnnSrwNCGyfAU4zuIytiS'}]","['classic bollywood', 'filmi', 'modern bollywood', 'desi pop']"
3D0pmiK3zyF9PudyJ8mkor,Ma Belle,2023-02-03T20:52:44Z,160.824,65,"[{'artist': 'AP Dhillon', 'artist_id': '6LEG9Ld1aLImEFEVHdWNSB'}, {'artist': 'Amari', 'artist_id': '6833GgqHOy9y9Dqnsxko1u'}]","['punjabi hip hop', 'punjabi pop']"
1aL9518P5G72N92b48tuKw,Summer High,2023-02-03T20:45:08Z,177.391,75,"[{'artist': 'AP Dhillon', 'artist_id': '6LEG9Ld1aLImEFEVHdWNSB'}]","['punjabi hip hop', 'punjabi pop']"
0912JziGoyyDFCu2WGwaIq,Chale Sabse Dur,2023-02-03T20:43:39Z,184.334,45,"[{'artist': 'Ganeshsingh Rathore', 'artist_id': '5JzFGqPyWUuppTKaB9VSFT'}]",[]
5Kp1rDbVSa1ZS1nbCeB67J,Falsafa,2023-02-03T20:13:08Z,180.17000000000002,58,"[{'artist': 'Tanzeel Khan', 'artist_id': '64Bnlany1OG6esdJyOxyey'}]","['desi pop', 'modern bollywood']"
7Els4IIFYa4P4RxBkZkxdd,Apna Bana Le,2023-02-03T19:56:43Z,261.702,82,"[{'artist': 'Sachin-Jigar', 'artist_id': '1mBydYMVBECdDmMfE2sEUO'}, {'artist': 'Arijit Singh', 'artist_id': '4YRxDV8wJFPHPTeXepOstw'}, {'artist': 'Amitabh Bhattacharya', 'artist_id': '2fMqTqiTxUDlmcOEPaQSsx'}]","['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']"
73K33p4Vyz9koXGqmL5eFs,Malang Sajna,2023-02-03T19:54:09Z,161.041,74,"[{'artist': 'Sachet Tandon', 'artist_id': '6WOdPJmexxFINcKMkP2jMG'}, {'artist': 'Parampara Tandon', 'artist_id': '1E6arsXf5Fgsnv9YpSzjpE'}, {'artist': 'Kumaar', 'artist_id': '0m3D4grap8VFSzbJMqgNVk'}]","['desi pop', 'modern bollywood']"
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,2023-02-03T09:42:58Z,247.16,81,"[{'artist': 'The Chainsmokers', 'artist_id': '69GGBxA162lTqCwzJG5jLp'}, {'artist': 'Coldplay', 'artist_id': '4gzpq5DPGxSnKTe4SA8HAU'}]","['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house', 'permanent wave']"
3AJwUDP919kvQ9QcozQPxg,Yellow,2023-02-03T09:39:24Z,266.773,85,"[{'artist': 'Coldplay', 'artist_id': '4gzpq5DPGxSnKTe4SA8HAU'}]","['permanent wave', 'pop']"
3kcX1eNaWhs3uqgwpRWgID,Acting My Age,2023-02-01T13:14:40Z,222.312,52,"[{'artist': 'The Academic', 'artist_id': '3VLf4DlBTN2ZRwygS3TNti'}]","['irish indie', 'modern rock']"
0MJCvfI7CV8drZaQlJynYR,Rock Tha Party,2023-02-01T06:52:31Z,211.489,45,"[{'artist': 'Bombay Rockers', 'artist_id': '1bLQBuSop3ekE5Qustj5nP'}]",['bhangra']
3wz2vWhYnnBoFmgMkqtzLy,Daku,2023-01-29T18:18:05Z,131.077,78,"[{'artist': 'Chani Nattan', 'artist_id': '1sSYaQBOI71QZDZ9OWW3hp'}, {'artist': 'Inderpal Moga', 'artist_id': '4Lk9Mory8nRTolPO1TMMcN'}]","['desi hip hop', 'desi pop', 'punjabi pop']"
4RtvAfvD8lgqqBnojwaDI8,Gori Gori Gori Gori,2023-01-29T11:47:24Z,268.8,51,"[{'artist': 'Anu Malik', 'artist_id': '71hjb5G92mGoKRSAW3Cj00'}, {'artist': 'KK', 'artist_id': '4fEkbug6kZzzJ8eYX6Kbbp'}, {'artist': 'Shreya Ghoshal', 'artist_id': '0oOet2f43PA68X5RxKobEy'}, {'artist': 'Sunidhi Chauhan', 'artist_id': '3eDT9fwXKuHWFvgZaaYC5v'}]","['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']"
0Jfto97vm1m1qaQYIKNvvC,Kyun,2023-01-29T10:12:28Z,170.342,6,"[{'artist': 'Bombay Noor', 'artist_id': '2ho4gO8ePt7eEmZ134wHXe'}]",[]
0y675KDleCZEudjoeL1sQQ,Feelings,2023-01-29T04:38:16Z,189.613,0,"[{'artist': 'Lauv', 'artist_id': '5JZ7CnR6gTvEMKX4g70Amv'}]","['dance pop', 'electropop', 'pop']"
2zN2Gj1ymGyG5FjZY70P1f,Yeh Kahan Aa Gaye Hum,2023-01-28T18:47:55Z,474.906,47,"[{'artist': 'Lata Mangeshkar', 'artist_id': '61JrslREXq98hurYL2hYoc'}, {'artist': 'Amitabh Bachchan', 'artist_id': '4tgxFlmtGx08MtTKWeqEuR'}]","['classic bollywood', 'desi pop', 'filmi', 'lata', 'ghazal']"
6gHVMInOPMsA4ujf0nWHSt,Ishq Di Baajiyaan,2023-01-28T17:16:15Z,287.134,57,"[{'artist': 'Shankar-Ehsaan-Loy', 'artist_id': '0L5GV6LN8SWWUWIdBbTLTZ'}, {'artist': 'Diljit Dosanjh', 'artist_id': '2FKWNmZWDBZR4dE5KX4plR'}]","['desi pop', 'filmi', 'modern bollywood']"
4qOtDofZEAOYJ1Dq9GXgiM,Mahiya,2023-01-28T12:13:45Z,264.333,56,"[{'artist': ""Suzzane D'Mello"", 'artist_id': '6uOKeyhLuByJRekqUVSkwW'}]","['desi pop', 'modern bollywood']"
3KBPTAzXe8lKWeJMzHyYjT,Heartbroke,2023-01-28T06:07:56Z,183.9,36,"[{'artist': 'Clubhouse', 'artist_id': '1LbK4g8mKezX7iAmpiq3sX'}]",['columbus ohio indie']
2D4F8zNSuIxbAGFHCefluM,dancefloor,2023-01-28T06:07:43Z,198.0,45,"[{'artist': 'marcos g', 'artist_id': '3O2UFvuhmgSDH3q6miqELN'}]","['chill r&b', 'indie r&b']"
7gpmEGMOAti4brA7PSCRp4,Wait!,2023-01-28T06:07:16Z,168.951,48,"[{'artist': 'Fiji Blue', 'artist_id': '1e7K8jD3wRuQfnwDAOeGqe'}]","['chill pop', 'chill r&b', 'pop']"
2OKNKNYfp38QrQmigSbqFk,The Beach,2023-01-28T06:05:36Z,165.677,34,"[{'artist': 'Max Leone', 'artist_id': '4VrJDwgmhD1aIenZwn7JpE'}]",['modern indie pop']
7zFtgo8QMmJQj6dWKrtQwM,Weekend,2023-01-28T06:04:04Z,188.38,53,"[{'artist': 'Clubhouse', 'artist_id': '1LbK4g8mKezX7iAmpiq3sX'}]",['columbus ohio indie']
3Vtl4Xc9cKVs1UoenXtScn,Floating (feat. Khalid) [filous Remix],2023-01-28T06:00:08Z,200.865,54,"[{'artist': 'Alina Baraz', 'artist_id': '6hfwwpXqZPRC9CsKI7qtv1'}, {'artist': 'filous', 'artist_id': '2IjiuEObrCKyZvSb8xLxG9'}, {'artist': 'Khalid', 'artist_id': '6LuN9FCkKOj5PcnpouEgny'}]","['etherpop', 'pop', 'r&b', 'deep tropical house', 'tropical house', 'pop r&b']"
5eLjgK8JT276Xs8500KdEn,Affection,2023-01-28T05:59:07Z,174.211,57,"[{'artist': 'Fiji Blue', 'artist_id': '1e7K8jD3wRuQfnwDAOeGqe'}]","['chill pop', 'chill r&b', 'pop']"
5Q9KfZHV6BZZLQzhKpfPpq,I Should've Told You,2023-01-28T05:54:51Z,197.522,51,"[{'artist': 'Fiji Blue', 'artist_id': '1e7K8jD3wRuQfnwDAOeGqe'}]","['chill pop', 'chill r&b', 'pop']"
48inQWE37d5Q9rws69KRmM,Stuck Inside,2023-01-27T07:30:41Z,107.2,0,"[{'artist': 'CaliCronk', 'artist_id': '7IWTF2SJ9kPwh5YH92KF9q'}, {'artist': 'Lifted LoFi', 'artist_id': '0rgw0PdrFhmiayr1srwKkH'}]","['focus beats', 'lo-fi beats']"
7APBdGLgu0DXdIfqSgNiOv,Ruka Hoon,2023-01-27T06:16:21Z,168.935,37,"[{'artist': 'Jigar Saraiya', 'artist_id': '48RCl7AbbfhC60EN8a80Op'}]",['modern bollywood']
7LOR8Rdc5n2EkduOXZeTp6,Amend,2023-01-26T03:11:16Z,104.15,62,"[{'artist': 'j^p^n', 'artist_id': '6s3PbveUJMvMwZHyQUAPV4'}]",[]
3xoeyCTIlvBaLuTmewPRwL,Weli Ho,2023-01-25T20:54:38Z,200.439,39,"[{'artist': 'Hasan Raheem', 'artist_id': '6gIqKYKRmltKfkTnxhMv8V'}, {'artist': 'Abdullah Kasumbi', 'artist_id': '0GlE0oxdKhuakcFHkeZ7fR'}, {'artist': 'Talhah Yunus', 'artist_id': '3mGW1eoqwNtCxd8R3hIOM5'}]","['desi hip hop', 'pakistani indie', 'pakistani pop', 'pakistani hip hop']"
6snNUMOI96RDQ54NsTInt7,Maybe?,2023-01-25T20:53:26Z,154.766,24,"[{'artist': 'Alemam Elghandour', 'artist_id': '3HAn0ZaBosAui4f1jggyLi'}, {'artist': 'Alistair Alvin', 'artist_id': '6oVcou7NADA31wfWBtZchF'}]",['pakistani indie']
2LCvypYL9a21Hln4A4EdWU,Haaray,2023-01-25T20:49:46Z,184.0,57,"[{'artist': 'Abdul Hannan', 'artist_id': '5mWQT8CLTa4mAQAJdFjHb1'}]","['pakistani indie', 'pakistani pop']"
3dBnKADF2MmLXM9IopV9Bt,Pink Blue,2023-01-25T20:48:32Z,205.714,53,"[{'artist': 'Tsumyoki', 'artist_id': '19jx3wc1iRshvEKMvzZc1X'}, {'artist': 'Bharg', 'artist_id': '5mUENA9ewpJd5z9KuwOKrd'}]","['desi hip hop', 'hindi hip hop']"
7rtaBPvxCSw2bKY8miNyLa,Har Ek Pal,2023-01-25T20:48:09Z,196.875,50,"[{'artist': 'Ashu Shukla', 'artist_id': '15iD55LPew2DyTQDqoV0F1'}]",['indian singer-songwriter']
1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,2023-01-25T08:53:14Z,249.52,67,"[{'artist': 'Young the Giant', 'artist_id': '4j56EQDQu5XnL7R3E9iFJT'}]","['modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
5pUrlEGxrzuC2PzjcqBFRA,Phir Bekhabar,2023-01-25T08:51:08Z,197.304,46,"[{'artist': 'Ashwin Adwani', 'artist_id': '5kiwICyQNDmCtwOPLvgY04'}]",['indian singer-songwriter']
5on36dq2B35S2RRGvNQCRo,Gumsum,2023-01-25T08:50:39Z,175.862,42,"[{'artist': 'Akanksha Bhandari', 'artist_id': '2U5K35Kwj0LqkfG3ENnnSL'}]",['himachali pop']
7zn5ecZSwGsLTi1wgxyVzd,Bolna,2023-01-25T07:40:02Z,212.832,50,"[{'artist': 'Tanishk Bagchi', 'artist_id': '4f7KfxeHq9BiylGmyXepGt'}, {'artist': 'Arijit Singh', 'artist_id': '4YRxDV8wJFPHPTeXepOstw'}, {'artist': 'Asees Kaur', 'artist_id': '1sVmXkzX2ukc6QvasrDBES'}]","['desi pop', 'modern bollywood', 'filmi']"
3ZOD3aghbxBkgKsLu2jOEK,These Memories,2023-01-25T07:36:37Z,313.48,53,"[{'artist': 'Hollow Coves', 'artist_id': '7IAFAOtc9kTYNTizhLSWM6'}]",['indie folk']
4sDbdBjuYQVdNNB4PiHUPo,Coastline,2023-01-25T06:24:39Z,233.973,70,"[{'artist': 'Hollow Coves', 'artist_id': '7IAFAOtc9kTYNTizhLSWM6'}]",['indie folk']
0lbe1bIqb5rR1czdQP6fTK,Kahaani,2023-01-24T17:15:02Z,188.20000000000002,52,"[{'artist': 'Dream Note', 'artist_id': '4o0mCeiUIVdknPUMhpO0bd'}]","['hindi indie', 'indian indie', 'modern bollywood']"
70LcF31zb1H0PyJoS1Sx1r,Creep,2023-01-24T10:51:34Z,238.64000000000001,82,"[{'artist': 'Radiohead', 'artist_id': '4Z8W4fKeB5YxbusRsdQVPb'}]","['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
7AsG1F1eMWd17RYan8M3Wm,Dil Nu,2023-01-21T17:14:53Z,233.666,71,"[{'artist': 'AP Dhillon', 'artist_id': '6LEG9Ld1aLImEFEVHdWNSB'}, {'artist': 'Shinda Kahlon', 'artist_id': '6aQfrWHwAcuY8IYItbChZh'}]","['punjabi hip hop', 'punjabi pop']"
4f054EB1ZpF9xjHboY1WjE,Jaau Jaan Se,2023-01-18T10:15:47Z,197.484,30,"[{'artist': 'Rochak Kohli', 'artist_id': '3dN9MQpjIyNxyeRfz4EDZe'}, {'artist': 'Lisa Mishra', 'artist_id': '418X5slNWlJwym4x3Oq3Cs'}, {'artist': 'Kumaar', 'artist_id': '0m3D4grap8VFSzbJMqgNVk'}]","['desi pop', 'modern bollywood']"
0cjzBWWaajWWzQmmldEqus,Jaau Jaan Se - Chill Mix,2023-01-18T10:10:36Z,200.172,27,"[{'artist': 'Rochak Kohli', 'artist_id': '3dN9MQpjIyNxyeRfz4EDZe'}, {'artist': 'Lisa Mishra', 'artist_id': '418X5slNWlJwym4x3Oq3Cs'}, {'artist': 'Kumaar', 'artist_id': '0m3D4grap8VFSzbJMqgNVk'}]","['desi pop', 'modern bollywood']"
6vKTm5I3Nqpw6CJt7NgHLz,Pagol,2023-01-16T08:24:26Z,219.335,0,"[{'artist': 'Deep Jandu', 'artist_id': '2RJawMqX9ESxws2KMtHyP3'}, {'artist': 'Bohemia', 'artist_id': '0SWOtgI95g7oVrP9halrmP'}]","['desi hip hop', 'desi pop', 'punjabi hip hop', 'punjabi pop', 'pakistani hip hop']"
52AXCViV9CJCayQkIzokkr,Kiska Rasta Dekhe - Joshila / Soundtrack Version,2023-01-11T18:59:30Z,257.92,33,"[{'artist': 'Kishore Kumar', 'artist_id': '0GF4shudTAFv8ak9eWdd4Y'}]","['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']"
66KBRmenGEJkTKtbTWl7tS,Tum Ko Dekha To Yeh Khayal Aaya,2023-01-11T18:41:47Z,291.06600000000003,54,"[{'artist': 'Jagjit Singh', 'artist_id': '2ijWbN5KykTYiBoVmhzCTU'}, {'artist': 'Chitra Singh', 'artist_id': '6pDga1iElP4dCa4S5bYvoo'}]","['classic bollywood', 'desi pop', 'filmi', 'ghazal', 'hare krishna', 'sufi', 'classic pakistani pop']"
4XP2xY8tUYed1cceuh24Q8,Bedroom Eyes (feat. Studio Killers),2023-01-05T17:45:12Z,178.42000000000002,52,"[{'artist': 'The Knocks', 'artist_id': '2x7EATekOPhFGRx3syMGEC'}, {'artist': 'Studio Killers', 'artist_id': '7avo0PmlW8O1YLEt9DnWQT'}]","['alternative dance', 'edm', 'indie poptimism', 'indietronica', 'nu disco', 'pop', 'tropical house']"
6hZXNlQBcssbS8LgWOQAvb,Have U Seen Her,2023-01-05T15:12:14Z,178.653,38,"[{'artist': 'Kid Bloom', 'artist_id': '5CXdWANGwYYRPClH6hhC0P'}]","['indie pop', 'modern rock']"
6yOxL1xfPkv9Z9zvpNrMDU,I Think I Like You,2023-01-05T13:31:48Z,182.65800000000002,58,"[{'artist': 'The Band CAMINO', 'artist_id': '6d4jrmreCmsenscuieJERc'}]","['hopebeat', 'indie poptimism', 'neo mellow', 'pop', 'pop rock']"
0uBdQzKghx88d2Lp8SLFKJ,I'm In Love With You,2023-01-05T06:29:26Z,262.623,66,"[{'artist': 'The 1975', 'artist_id': '3mIj9lX2MWuHmhNCA7LSCW'}]","['modern alternative rock', 'modern rock', 'pop', 'rock']"
30nEXVvICu8Csi1Wgo0N1g,I Try,2023-01-05T06:28:23Z,147.996,32,"[{'artist': 'courtship.', 'artist_id': '2OK16hAFRHoJiFZKeZe8A8'}]","['indie poptimism', 'la pop', 'modern rock']"
50PyquzZ9BaBwLZZd1AuuV,Close To You,2023-01-05T06:20:39Z,194.693,66,"[{'artist': 'Dayglow', 'artist_id': '6eJa3zG1QZLRB3xgRuyxbm'}]","['austindie', 'indie rock', 'modern rock']"
2QwpEi3eNToZCCMMRcOj0u,2 / 14,2023-01-04T19:55:10Z,163.69,58,"[{'artist': 'The Band CAMINO', 'artist_id': '6d4jrmreCmsenscuieJERc'}]","['hopebeat', 'indie poptimism', 'neo mellow', 'pop', 'pop rock']"
3TgMcrV32NUKjEG2ujn9eh,It's Not Living (If It's Not With You),2023-01-04T19:54:12Z,248.335,72,"[{'artist': 'The 1975', 'artist_id': '3mIj9lX2MWuHmhNCA7LSCW'}]","['modern alternative rock', 'modern rock', 'pop', 'rock']"
23CvqlpnvMZ8d05t4vJUic,stay,2023-01-04T19:53:05Z,162.282,33,"[{'artist': 'PUBLIC', 'artist_id': '4vxaQs6vK54nK89J1VtLex'}]",['indie rockism']
0J8x2FryJyw7OVnEGYNFQE,Slow Dances,2023-01-04T19:50:43Z,232.28,55,"[{'artist': 'Winnetka Bowling League', 'artist_id': '4ug3P1K8BaCdJXROrqHqhu'}]","['indie pop', 'indie poptimism', 'la pop', 'modern alternative rock', 'modern rock']"
0o4iE4nFwqY1d2JKlrcMRb,Baby Blue Shades,2023-01-04T19:39:08Z,220.58,45,"[{'artist': 'Bad Suns', 'artist_id': '0YhUSm86okLWldQVwJkLlP'}]","['indie poptimism', 'la indie', 'modern alternative rock', 'modern rock']"
1egTwI51ntyJtJ1H1zNdz9,Wake Up,2023-01-04T13:38:33Z,191.013,55,"[{'artist': 'Run River North', 'artist_id': '0INDB6Snts5NDbzh8jC3lk'}]","['indie poptimism', 'modern alternative rock', 'modern rock', 'stomp and holler']"
4nAmlRetwMEZr2TsXuHcpD,Boys,2023-01-04T13:06:18Z,253.848,52,"[{'artist': 'Hippo Campus', 'artist_id': '1btWGBz4Uu1HozTwb2Lm8A'}]","['indie pop', 'indie poptimism', 'indie rock', 'minneapolis indie', 'modern alternative rock', 'modern rock']"
5TzpCPx20n4hELdE9Vw6ZQ,Courtside,2023-01-04T13:03:03Z,146.483,65,"[{'artist': 'Tim Atlas', 'artist_id': '3CiuXDKttPUT0tWGHicFUH'}]","['indie poptimism', 'indie r&b', 'indie soul', 'vapor soul']"
6sgqf4wXFWSAmjL1TEXNvZ,Something About You (with Rudimental) - Chill Mix,2023-01-03T15:03:47Z,166.53300000000002,61,"[{'artist': 'Elderbrook', 'artist_id': '2vf4pRsEY6LpL5tKmqWb64'}, {'artist': 'Rudimental', 'artist_id': '4WN5naL3ofxrVBgFpguzKo'}]","['edm', 'new french touch', 'tropical house', 'dance pop', 'house', 'pop', 'pop dance', 'uk dance', 'uk funky']"
4rXfbIpiDnGxZYIflm8LSQ,Killing Me,2023-01-03T15:03:46Z,165.773,54,"[{'artist': 'COIN', 'artist_id': '0ZxZlO7oWCSYMXhehpyMvE'}]","['indie pop', 'modern rock', 'pop']"
0qNrDydJChCsJItuqIrqRQ,Into My Arms,2023-01-03T15:03:30Z,231.42600000000002,43,"[{'artist': 'COIN', 'artist_id': '0ZxZlO7oWCSYMXhehpyMvE'}]","['indie pop', 'modern rock', 'pop']"
