id,name,added_at,duration_sec,popularity,artists,genres
3q7P5zjUg0sa069nIohMLS,Stuck On You,2023-01-03T15:02:29Z,192.133,41,"[{'artist': 'RAC', 'artist_id': '4AGwPDdh1y8hochNzHy5HC'}, {'artist': 'Phil Good', 'artist_id': '3MDqk7o9WcL4FSvlyyGjRv'}]","['alternative dance', 'electropop', 'indie poptimism', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'vapor soul', 'la pop']"
1Ng0B9PEKHOJsUywG24tzX,BOP,2023-01-03T15:02:25Z,176.266,30,"[{'artist': 'Will Joseph Cook', 'artist_id': '3YO2a6i2cfdFbgxk2HDfPe'}]","['indie pop', 'kent indie', 'modern alternative pop']"
4LO5DjN6Tp3UkUvgESuy2t,Samjhawan,2022-12-29T20:39:45Z,269.184,63,"[{'artist': 'Jawad Ahmad', 'artist_id': '2gXOOKY8mmJG6iwHrTq9gp'}, {'artist': 'Shaarib Toshi', 'artist_id': '0FJz7XR37hH69traaHLijA'}, {'artist': 'Arijit Singh', 'artist_id': '4YRxDV8wJFPHPTeXepOstw'}, {'artist': 'Shreya Ghoshal', 'artist_id': '0oOet2f43PA68X5RxKobEy'}]","['classic pakistani pop', 'modern bollywood', 'pakistani pop', 'desi pop', 'filmi']"
0HDm8hVrpUDAXLmvortmoy,Jaadoogari,2022-12-26T20:27:16Z,260.0,37,"[{'artist': 'Anand Bhaskar Collective', 'artist_id': '45m11y8OUyx5EgHiKvEC3c'}]","['hindi indie', 'indian fusion', 'indian indie', 'mumbai indie']"
6i9997Q9R4M7RuqQEHq3ed,Badra Bahara,2022-12-26T20:20:36Z,156.107,51,"[{'artist': 'Vismay Patel', 'artist_id': '43jHbOAD9UtOEO1la8CVHs'}]","['assamese pop', 'desi pop', 'indian indie', 'indian singer-songwriter', 'modern bollywood']"
3wwLWFRLiReDf5AqgmAJwT,Heer Ranjha,2022-12-26T20:12:39Z,223.107,73,"[{'artist': 'Rito Riba', 'artist_id': '63QHbwCDdJ50C72D4ojeo1'}, {'artist': 'Rajat Nagpal', 'artist_id': '4yxICw7joYAxRI2sTRldLB'}, {'artist': 'Rana Sotal', 'artist_id': '0AS5y6FY1c4JRl0oWAYu2y'}]",['punjabi pop']
2I0MIQhICYnKHvaxUHYH49,Shauq,2022-12-26T20:09:46Z,256.284,71,"[{'artist': 'Amit Trivedi', 'artist_id': '7HCqGPJcQTyGJ2yqntbuyr'}, {'artist': 'Varun Grover', 'artist_id': '23tDn4nvBiCQroeeCwwCWT'}, {'artist': 'Shahid Mallya', 'artist_id': '4LnYRxNZVCTsDCO2xKjOn8'}, {'artist': 'Sireesha Bhagavatula', 'artist_id': '3ZiBHBeZ3OAKJEkDWzQFHS'}, {'artist': 'Swanand Kirkire', 'artist_id': '4q7O0NIvhz0G1IgyfOmdcz'}]","['desi pop', 'filmi', 'modern bollywood']"
7wqNKCHh87HfIOGNgfyRCk,Ghodey Pe Sawaar,2022-12-26T20:05:43Z,193.832,65,"[{'artist': 'Amit Trivedi', 'artist_id': '7HCqGPJcQTyGJ2yqntbuyr'}, {'artist': 'Amitabh Bhattacharya', 'artist_id': '2fMqTqiTxUDlmcOEPaQSsx'}, {'artist': 'Sireesha Bhagavatula', 'artist_id': '3ZiBHBeZ3OAKJEkDWzQFHS'}]","['desi pop', 'filmi', 'modern bollywood']"
22eppS8Rqv8yk5t7DjDJ0e,Aja Mahi,2022-12-23T17:21:40Z,245.81300000000002,47,"[{'artist': 'RDB feat. Manjeet Singh, MC Metz & MC Trix', 'artist_id': '6nt1JWfZ4t1q05LPQQDc2S'}, {'artist': 'RDB', 'artist_id': '17dThZkTlOa35pmzuunKAz'}, {'artist': 'Manjeet Singh', 'artist_id': '0704uOGt0Aft7Xq019VVAN'}, {'artist': 'Mc Metz', 'artist_id': '06vDkIMROquIo24qoNm1Wk'}, {'artist': 'MC Trix', 'artist_id': '5sOgzfg5XUnrFXoAeHGzyq'}]","['classic bhangra', 'desi pop', 'bhangra', 'desi hip hop', 'modern bollywood', 'bboy']"
7m4CgL81VVIHaaiSxyH922,Desi Kalakaar,2022-12-23T17:21:36Z,253.352,65,"[{'artist': 'Yo Yo Honey Singh', 'artist_id': '7uIbLdzzSEqnX0Pkrb56cR'}]","['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']"
58f4twRnbZOOVUhMUpplJ4,Brown Munde,2022-12-23T17:18:02Z,254.4,70,"[{'artist': 'AP Dhillon', 'artist_id': '6LEG9Ld1aLImEFEVHdWNSB'}, {'artist': 'Gminxr', 'artist_id': '4vvW590Gq8dNWsP5BM9FkS'}, {'artist': 'Gurinder Gill', 'artist_id': '5DHi2MeoRgAwPE0A0qwRMl'}, {'artist': 'Shinda Kahlon', 'artist_id': '6aQfrWHwAcuY8IYItbChZh'}]","['punjabi hip hop', 'punjabi pop', 'desi pop']"
1C5e7ZRscn79tjMEc3swc7,Kangna,2022-12-23T17:17:04Z,210.68,58,"[{'artist': 'Dr Zeus', 'artist_id': '1zrFFDzoE9XXyjEqqgDpMm'}, {'artist': 'Master Rakesh', 'artist_id': '7KeHqlOZHTwKhGAT8qrQ8L'}, {'artist': 'Shortie', 'artist_id': '2yIbh3ljfJvWJw5VPj2n6t'}, {'artist': 'Deepti', 'artist_id': '7oa1NaHIJ7PtRzPbObT37j'}]","['bhangra', 'desi hip hop', 'desi pop', 'punjabi hip hop', 'punjabi pop', 'classic punjabi pop']"
32aiiYZCcgJpXmrotqRjdQ,U-N-I (Mere Dil Vich Hai Hum Tum),2022-12-23T17:15:59Z,217.547,43,"[{'artist': 'Veronica Mehta', 'artist_id': '4qlMklDafDfvlTzv7FszYN'}, {'artist': 'Juggy D.', 'artist_id': '49CLAvJ5RTy5SFYfvgzfmP'}]",[]
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,2022-12-23T03:49:51Z,242.37300000000002,82,"[{'artist': 'Coldplay', 'artist_id': '4gzpq5DPGxSnKTe4SA8HAU'}]","['permanent wave', 'pop']"
7lxOjQyVsHQ8toQeT7IgCc,Wish,2022-12-22T07:32:06Z,175.273,61,"[{'artist': 'Diplo', 'artist_id': '5fMUXHkw8R8eOP2RNVYEZX'}, {'artist': 'Trippie Redd', 'artist_id': '6Xgp2XMz1fhVYe7i6yNAax'}]","['edm', 'electro house', 'house', 'moombahton', 'pop', 'pop dance', 'tropical house', 'melodic rap', 'rap', 'trap']"
1kJygfS4eoVziBBI93MSYp,Acoustic,2022-12-15T10:14:12Z,172.202,57,"[{'artist': 'Billy Raffoul', 'artist_id': '5gw5ANPCVcxU0maLiGRzzP'}]",['canadian pop']
5bB4eyM0bd4i5YIB3SyfBF,Jolie,2022-12-13T18:55:22Z,180.0,34,"[{'artist': 'Rook Monroe', 'artist_id': '0xwMjJn29gSNkQYNxc5IED'}]",[]
3xyr2xfbSZiZWWGsjLyMFh,Hotel,2022-12-13T18:50:02Z,134.781,60,"[{'artist': 'Claire Rosinkranz', 'artist_id': '3V0ZQW0dNuVaFtbVYgSI24'}]","['alt z', 'indie pop', 'modern indie pop', 'pop']"
3RarS3rfrwzwQVroRUdHiY,"Jaane Na Dunga Kahin (From ""Never Kiss your Best Friend"")",2022-12-12T19:39:07Z,191.612,48,"[{'artist': 'Armaan Malik', 'artist_id': '4IKVDbCSBTxBeAsMKjAuTs'}, {'artist': 'Yash Narvekar', 'artist_id': '4RlnRVxKm3jnUzOP4czbIK'}]","['desi pop', 'filmi', 'modern bollywood']"
25P2RJETt9AtUETbsNfcuR,Maiyya Mainu,2022-12-10T17:52:38Z,231.57500000000002,34,"[{'artist': 'Sachet Tandon', 'artist_id': '6WOdPJmexxFINcKMkP2jMG'}]","['desi pop', 'modern bollywood']"
7mVOFLVSE3dMGkhKTSDIGl,Apna Bana Le,2022-12-10T17:51:47Z,261.702,28,"[{'artist': 'Sachin-Jigar', 'artist_id': '1mBydYMVBECdDmMfE2sEUO'}, {'artist': 'Arijit Singh', 'artist_id': '4YRxDV8wJFPHPTeXepOstw'}]","['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']"
3NpbGCDrcQTERaZb5dHhd3,"Nain Ta Heere (From ""Jugjugg Jeeyo"")",2022-12-10T17:48:03Z,216.328,65,"[{'artist': 'Guru Randhawa', 'artist_id': '5rQoBDKFnd1n6BkdbgVaRL'}, {'artist': 'Asees Kaur', 'artist_id': '1sVmXkzX2ukc6QvasrDBES'}]","['desi hip hop', 'desi pop', 'modern bollywood', 'filmi']"
3beYHVCFKzbdNjJqjKeYpM,Teri Jhuki Nazar,2022-12-09T08:29:48Z,279.186,62,"[{'artist': 'Pritam', 'artist_id': '1wRPtKGflJrBx9BmLsSwlU'}, {'artist': 'Shafqat Amanat Ali', 'artist_id': '5SuRAj1A9FEHj5NxS86YAm'}]","['filmi', 'indian instrumental', 'modern bollywood', 'classic pakistani pop', 'desi pop', 'pakistani pop', 'sufi']"
5frmIBzZKMjU2PlWJJ8Ir3,Tere Bin,2022-12-08T08:59:30Z,322.701,53,"[{'artist': 'Rabbi Shergill', 'artist_id': '7eYwycsUoAQLxKF1MNEvVa'}]","['filmi', 'modern bollywood', 'sufi']"
1aqfzt5mpPoi7kYTFlfnIi,Mileya Mileya,2022-12-07T04:47:57Z,266.279,52,"[{'artist': 'Rekha Bhardwaj', 'artist_id': '3cqeO3muWIW5uSmUDNCmyT'}, {'artist': 'Jigar Saraiya', 'artist_id': '48RCl7AbbfhC60EN8a80Op'}, {'artist': 'Priya Andrews', 'artist_id': '27RvbKA1WxAFTWwQc712tY'}]","['desi pop', 'filmi', 'modern bollywood']"
2RvFPkv3vIscajlP9hvcDv,Mirza,2022-12-07T04:44:30Z,60.0,60,"[{'artist': 'Lost Stories', 'artist_id': '4RCALXqxv2udxtuLatKPSi'}, {'artist': 'JAI DHIR', 'artist_id': '6T9VTdP8GxXoedKTls26pP'}]","['desi pop', 'hindi indie', 'indian edm', 'indian indie']"
1a8w8nlIyIhE2W1HIayKnl,"Ghodey Pe Sawaar (From ""Qala"")",2022-12-06T15:02:20Z,193.832,73,"[{'artist': 'Amit Trivedi', 'artist_id': '7HCqGPJcQTyGJ2yqntbuyr'}, {'artist': 'Amitabh Bhattacharya', 'artist_id': '2fMqTqiTxUDlmcOEPaQSsx'}, {'artist': 'Sireesha Bhagavatula', 'artist_id': '3ZiBHBeZ3OAKJEkDWzQFHS'}]","['desi pop', 'filmi', 'modern bollywood']"
5MxNLUsfh7uzROypsoO5qe,Dream On,2022-12-04T07:10:08Z,266.96,67,"[{'artist': 'Aerosmith', 'artist_id': '7Ey4PD4MYsKc5I2dolUwbH'}]","['album rock', 'classic rock', 'hard rock', 'rock']"
6966cgOPA1kF13BIoNXp24,"Mehbooba Mehbooba - From “Sholay Songs And Dialogues, Vol. 2” Soundtrack",2022-12-01T18:19:58Z,230.6,45,"[{'artist': 'R. D. Burman', 'artist_id': '2JSYASbWU5Y0fVpts3Eq7g'}]","['chutney', 'classic bollywood', 'filmi', 'modern bollywood']"
3rPtS4nfpy7PsARctAWpzd,Best Friend,2022-12-01T17:49:56Z,262.231,74,"[{'artist': 'Rex Orange County', 'artist_id': '7pbDxGE6nQSZVfiFdq9lOL'}]","['bedroom pop', 'pop']"
0GPJSHYaXh8rZSSJoUMgyl,free love,2022-11-30T19:05:00Z,209.28,60,"[{'artist': 'HONNE', 'artist_id': '0Vw76uk7P8yVtTClWyOhac'}]","['chill r&b', 'pop', 'uk pop']"
5MWA0KkMh18hC2BkcCs4me,Feel Something,2022-11-30T19:04:12Z,150.756,50,"[{'artist': 'Fiji Blue', 'artist_id': '1e7K8jD3wRuQfnwDAOeGqe'}]","['chill pop', 'chill r&b', 'pop']"
44kiDYXBx8Iju8iQPyldmO,Only When I Look into Your Eyes,2022-11-30T19:03:15Z,199.166,49,"[{'artist': 'Fiji Blue', 'artist_id': '1e7K8jD3wRuQfnwDAOeGqe'}]","['chill pop', 'chill r&b', 'pop']"
2Qn6WHJrY5Im82Jux8FboH,moonlight,2022-11-30T19:01:12Z,159.13,66,"[{'artist': 'dhruv', 'artist_id': '70NcAr4ZtA3FAqU16iQZSb'}]","['chill r&b', 'nyc pop', 'pop']"
6tQQYvGkmpjWLVmJKc0Rpr,summer nights,2022-11-30T18:59:52Z,213.205,56,"[{'artist': 'The Millennial Club', 'artist_id': '5Mk3yOBlfweeKamsDiap8H'}]","['chill r&b', 'hopebeat', 'la pop']"
1SdItcSOTD14tvIo8UzA6k,Summer Vibe,2022-11-30T18:58:42Z,200.292,51,"[{'artist': 'Forrest Nolan', 'artist_id': '3M8UUCqb0mIEn5S2lO13yv'}]",['modern indie pop']
4BIuY0oEopXizyP3WvkNrT,Oh shit…are we in love?,2022-11-30T18:57:42Z,155.38400000000001,60,"[{'artist': 'Valley', 'artist_id': '7blXVKBSxdFZsIqlhdViKc'}]","['electropop', 'indie poptimism', 'indietronica', 'pop']"
7GEFx3ZWThd08JxjBDjRpf,Pastlife,2022-11-30T18:49:41Z,151.266,41,"[{'artist': 'Day Wave', 'artist_id': '4ptJIIR10UVlGjN0VntFaK'}]","['bay area indie', 'dreamo', 'indie pop', 'indie rock', 'modern rock', 'oakland indie']"
3P16E4qSmJ0VtDTgID2Xkz,Seattle and so Forth,2022-11-30T18:45:19Z,160.14600000000002,34,"[{'artist': 'Vansire', 'artist_id': '6ft7JnxMyZhp7N52qzHymY'}]","['bedroom pop', 'indie pop', 'rochester mn indie']"
5BYdwKN4OJlNh0MW6Cso6g,Eyes of Stone,2022-11-30T18:45:16Z,189.234,20,"[{'artist': 'Good Dog', 'artist_id': '1oJPedap0VtK48hM9Wm6S1'}]",[]
7JNUIRdD1r0U4eeYScySl6,Sundance Happy,2022-11-30T18:25:52Z,170.786,38,"[{'artist': 'Julietta', 'artist_id': '59GuvWzFy0o7wTJL81TVLV'}]",['vapor soul']
2l3dFxtoSMgMQVyRIUHjpz,Akhiyaan,2022-11-30T18:25:29Z,191.868,71,"[{'artist': 'Mitraz', 'artist_id': '3iGhlvzpXc0UHBQ7klAItX'}]",['desi pop']
6sdird6R3Bl7KXbCXpnPVy,Lage Nahi Man,2022-11-30T18:24:03Z,191.77,52,"[{'artist': 'Vismay Patel', 'artist_id': '43jHbOAD9UtOEO1la8CVHs'}]","['assamese pop', 'desi pop', 'indian indie', 'indian singer-songwriter', 'modern bollywood']"
6cj1qZxN3I2OxvYMDlIsNN,Like This,2022-11-30T16:01:13Z,193.461,60,"[{'artist': 'Jake Scott', 'artist_id': '0DxPHf2flBAcV2SnZPg3SV'}]","['alt z', 'indiecoustica', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
2rizacJSyD9S1IQUxUxnsK,All We Know,2022-11-30T16:00:59Z,194.08,68,"[{'artist': 'The Chainsmokers', 'artist_id': '69GGBxA162lTqCwzJG5jLp'}, {'artist': 'Phoebe Ryan', 'artist_id': '4N874uPqBka1QiCvnCVOtr'}]","['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house', 'alt z', 'indie poptimism']"
20ZP3Om9DvDazXrNUC7WM2,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2022-11-30T16:00:54Z,211.76,66,"[{'artist': 'Rudimental', 'artist_id': '4WN5naL3ofxrVBgFpguzKo'}, {'artist': 'Jess Glynne', 'artist_id': '4ScCswdRlyA23odg9thgIO'}, {'artist': 'Macklemore', 'artist_id': '3JhNCzhSMTxs9WLGJJxWOY'}, {'artist': 'Dan Caplen', 'artist_id': '2U3FuHYvL3vhkbDAXm24Ep'}]","['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky', 'australian pop', 'neo mellow', 'post-teen pop', 'uk pop', 'pop rap', 'seattle hip hop', 'neo soul', 'uk contemporary r&b']"
0yKkxAtMUvftp9ntuXEj2K,Feeling Fine,2022-11-30T16:00:48Z,216.0,37,"[{'artist': 'Dylan Rockoff', 'artist_id': '2L2hppNg0A5WfGJTChIJL5'}]","['chill r&b', 'nashville singer-songwriter']"
0EcQcdcbQeVJn9fknj44Be,I Like Me Better,2022-11-30T15:59:44Z,197.436,78,"[{'artist': 'Lauv', 'artist_id': '5JZ7CnR6gTvEMKX4g70Amv'}]","['dance pop', 'electropop', 'pop']"
0mHvg2txp2llyXiCJZgbCl,Like No One Does,2022-11-30T15:58:53Z,158.469,36,"[{'artist': 'Jake Scott', 'artist_id': '0DxPHf2flBAcV2SnZPg3SV'}]","['alt z', 'indiecoustica', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
28tY7rJ0st6uqlZ1ewDGI7,Parties,2022-11-30T15:55:34Z,169.866,47,"[{'artist': 'Jake Miller', 'artist_id': '3gggmBN0erstm3YJvEGe3t'}]","['indie pop rap', 'pop', 'post-teen pop']"
7gm2omqXDTaT4sS17hSu8T,Fresh Eyes,2022-11-30T15:51:36Z,198.001,29,"[{'artist': 'Andy Grammer', 'artist_id': '2oX42qP5ineK3hrhBECLmj'}]","['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']"
2eAAEa8pxKF7My0EO4rFgR,Blow Your Mind (Mwah),2022-11-29T17:16:18Z,178.583,62,"[{'artist': 'Dua Lipa', 'artist_id': '6M2wZ9GZgrQXHCFfjv46we'}]","['dance pop', 'pop', 'uk pop']"
5E5MqaS6eOsbaJibl3YeMZ,Homesick,2022-11-29T17:13:49Z,230.48000000000002,62,"[{'artist': 'Dua Lipa', 'artist_id': '6M2wZ9GZgrQXHCFfjv46we'}]","['dance pop', 'pop', 'uk pop']"
3qRxSyxkxkJfFjOzC28XpU,Naina,2022-11-24T11:34:43Z,224.891,3,"[{'artist': 'Rahul Mishra', 'artist_id': '5wTLUHTynSSD53c7S9XEdr'}]",[]
5sNb1SoKuVENz3CDTmMRPy,Tere Nainon Ne Chori Kiya,2022-11-24T11:26:12Z,163.70600000000002,20,"[{'artist': 'Suraiya', 'artist_id': '71lk7UDkZK1mabUE6LCASW'}]","['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal']"
2dPUug9YiNL4ypu8UF8SnD,Tose Naina,2022-11-24T11:17:08Z,263.549,58,"[{'artist': 'Arijit Singh', 'artist_id': '4YRxDV8wJFPHPTeXepOstw'}]","['desi pop', 'filmi', 'modern bollywood']"
5h6uvaNkmWjaRqFgIgs9Nf,Naina,2022-11-24T11:16:24Z,318.826,30,"[{'artist': 'Vishal-Shekhar', 'artist_id': '6Mv8GjQa7LKUGCAqa9qqdb'}, {'artist': 'Kamal Khan', 'artist_id': '01DlVvmRpQFutrYzh0HmF8'}, {'artist': 'Neeti Mohan', 'artist_id': '3ZxZ03fj3tXBZHZWzvaLSM'}]","['desi pop', 'filmi', 'modern bollywood', 'punjabi pop']"
3BpiaQ6oZCoTZJmexcB4co,"Tere Naina (From ""My Name Is Khan"")",2022-11-24T11:09:25Z,278.546,30,"[{'artist': 'Shankar-Ehsaan-Loy', 'artist_id': '0L5GV6LN8SWWUWIdBbTLTZ'}, {'artist': 'Shafqat Amanat Ali', 'artist_id': '5SuRAj1A9FEHj5NxS86YAm'}]","['desi pop', 'filmi', 'modern bollywood', 'classic pakistani pop', 'pakistani pop', 'sufi']"
5xYIEUJBaja5MUnfc2QYhz,Ashq Na Ho,2022-11-24T10:56:52Z,353.103,43,"[{'artist': 'Pritam', 'artist_id': '1wRPtKGflJrBx9BmLsSwlU'}, {'artist': 'Arijit Singh', 'artist_id': '4YRxDV8wJFPHPTeXepOstw'}]","['filmi', 'indian instrumental', 'modern bollywood', 'desi pop']"
1wnozUBSe7OMpmZiTPJC5j,Tum Tak,2022-11-24T10:52:14Z,304.466,62,"[{'artist': 'A.R. Rahman', 'artist_id': '1mYsTxnqsietFxj1OgoGbG'}, {'artist': 'Javed Ali', 'artist_id': '4W91bbPB2CTSsHwt7eqNl7'}, {'artist': 'KIRTI SAGATHIA', 'artist_id': '42lH1BZdeeLF5LW02tpKgB'}, {'artist': 'Pooja AV', 'artist_id': '1Ju3SIITQWtyT3SOnONE40'}]","['filmi', 'modern bollywood', 'desi pop', 'sufi', 'kollywood']"
6MudETKykE31rz3v2DOHa0,Dagabaaz Re,2022-11-24T10:41:04Z,287.204,47,"[{'artist': 'Rahat Fateh Ali Khan', 'artist_id': '3OLGltG8UPIea8sA4w0yg0'}, {'artist': 'Shreya Ghoshal', 'artist_id': '0oOet2f43PA68X5RxKobEy'}]","['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi', 'desi pop']"
3fWMFwaJil8fD14JCgwbcL,Aaoge Jab Tum,2022-11-24T10:11:49Z,355.065,61,"[{'artist': 'Rashid Khan', 'artist_id': '1cw8NspBF8JctQm5rpn3pv'}]","['filmi', 'ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical', 'khayal']"
3OhyYFXr9EDgQcOW1SqCKS,Tere Nainon Mein,2022-11-24T10:11:25Z,244.493,52,"[{'artist': 'The Bilz & Kashif', 'artist_id': '16aFAW8bLL83CmrOEfDEx0'}]",[]
0Oakn6qntMuh9FFli1e449,Naina Yeh,2022-11-24T10:06:11Z,329.062,30,"[{'artist': 'Yasser Desai', 'artist_id': '6RF8hEdlUKoLPQOHmBbHiM'}, {'artist': 'Aakanksha Sharma', 'artist_id': '4OFVqZNj0INA51VvzK3Lgw'}, {'artist': 'Rashmi Virag', 'artist_id': '5r2baeTwcCJnuIsDIlxUJo'}]","['desi pop', 'filmi', 'modern bollywood']"
3hoXhwP0ub9LdSJV4olDIc,Tere Naina,2022-11-24T10:05:09Z,278.546,62,"[{'artist': 'Shankar-Ehsaan-Loy', 'artist_id': '0L5GV6LN8SWWUWIdBbTLTZ'}, {'artist': 'Shafqat Amanat Ali', 'artist_id': '5SuRAj1A9FEHj5NxS86YAm'}]","['desi pop', 'filmi', 'modern bollywood', 'classic pakistani pop', 'pakistani pop', 'sufi']"
4gHnSNHs8RyVukKoWdS99f,Something In The Way,2022-11-24T04:07:06Z,232.14600000000002,72,"[{'artist': 'Nirvana', 'artist_id': '6olE6TJLqED3rqDCT0FyPh'}]","['alternative rock', 'grunge', 'permanent wave', 'rock']"
6Uz1AUpgcp7VPeJ2gTZIcy,Phatela Jeb - Aankhen / Soundtrack Version,2022-11-22T15:26:29Z,257.24,47,"[{'artist': 'Nitin Raikar', 'artist_id': '0kdQsZTmzqhR2JYK3Bhg3Z'}, {'artist': 'Aadesh Shrivastava', 'artist_id': '4tma2wxDchrifG8Pflic4Q'}, {'artist': 'Arun Bakshi', 'artist_id': '2AHn7YZlc4cxOpyKAIENPx'}]","['classic bollywood', 'filmi', 'modern bollywood']"
7c0se2w4QXZ9V4MoHWhshC,Ride or Die,2022-11-21T09:29:05Z,210.608,53,"[{'artist': 'Hippo Campus', 'artist_id': '1btWGBz4Uu1HozTwb2Lm8A'}]","['indie pop', 'indie poptimism', 'indie rock', 'minneapolis indie', 'modern alternative rock', 'modern rock']"
266Vb7ItE3o1q8HdJ9QOvn,Verbatim,2022-11-12T17:23:53Z,168.32,75,"[{'artist': 'Mother Mother', 'artist_id': '0e86yPdC41PGRkLp2Q1Bph'}]",['vancouver indie']
2iRniYXjMHKmwXqA2jYXP7,Think About Things,2022-11-11T05:28:07Z,173.385,19,"[{'artist': 'Daði Freyr', 'artist_id': '3Hb64DQZIhDCgyHKrzBXOL'}]","['icelandic pop', 'sunnlensk tonlist']"
6dquCx5KAW5jCgGgoTlghL,Every Second,2022-11-10T16:57:14Z,182.076,58,"[{'artist': 'Mina Okabe', 'artist_id': '5BS8KSKJPeLeXfABQx0bXl'}]",[]
